7;0
14;0
21;4
28;8
35;3
42;0
49;7
56;3
63;45
70;179
77;832
84;2728
91;1826
98;654
105;297
112;117
119;80
126;146
133;107
140;70
147;79
154;70
161;47
168;134
175;205
182;721
189;1191
196;1888
203;2509
210;3332
217;3416
224;2337
231;1567
238;945
245;660
252;400
259;278
266;131
273;105
280;123
287;139
294;116
301;91
308;62
315;59
322;96
329;78
336;71
343;69
350;103
357;168
364;187
371;112
378;113
385;58
392;45
399;39
406;48
413;28
420;44
427;67
434;80
441;79
448;64
455;88
462;57
469;114
476;147
483;160
490;97
497;52
504;36
511;87
518;357
525;58
532;87
539;235
546;276
553;549
560;875
567;1260
574;1667
581;2313
588;3613
595;6133
602;8140
609;11094
616;12596
623;12301
630;12498
637;15401
644;15281
651;15347
658;13759
665;10046
672;9666
679;8701
686;9330
693;9744
700;10526
707;13403
714;31489
