7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;0
63;2
70;36
77;202
84;947
91;398
98;443
105;1006
112;1327
119;1975
126;3084
133;4935
140;6988
147;9624
154;15006
161;19763
168;26945
175;39119
182;56177
189;76207
196;86695
203;83321
210;69090
217;49898
224;30465
231;23392
238;15506
245;14333
252;11330
259;11442
266;9842
273;10218
280;11180
287;11235
294;12115
301;11206
308;10454
315;13276
322;16227
329;19730
336;25310
343;42516
350;59512
357;82434
364;93978
371;125287
378;111483
385;79180
392;44397
399;24464
406;16363
413;12304
420;9858
427;7981
434;8208
441;8387
448;7665
455;7035
462;6026
469;8153
476;8690
483;8472
490;11975
497;16326
504;21428
511;26499
518;32421
525;47934
532;70739
539;103697
546;132450
553;132986
560;104583
567;84225
574;79349
581;76034
588;71959
595;84778
602;76966
609;56823
616;40220
623;26115
630;15627
637;9637
644;5884
651;4682
658;3153
665;2554
672;1865
679;1926
686;3498
693;29373
700;62021
707;109053
714;162987
