7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;0
63;10
70;107
77;397
84;771
91;988
98;1968
105;2334
112;2307
119;2310
126;2840
133;3482
140;4757
147;4202
154;4713
161;7091
168;7614
175;8119
182;9739
189;11950
196;10822
203;12257
210;12677
217;13941
224;14153
231;13986
238;18518
245;22056
252;24273
259;26294
266;30537
273;28285
280;29951
287;28418
294;27845
301;23072
308;24932
315;29397
322;30555
329;36598
336;41530
343;42024
350;47110
357;48435
364;51985
371;62676
378;79903
385;81333
392;89052
399;79523
406;59631
413;61185
420;55981
427;45028
434;39793
441;40729
448;35901
455;38170
462;32740
469;37353
476;36846
483;36080
490;36410
497;26066
504;35470
511;40821
518;39997
525;55320
532;78551
539;125395
546;168780
553;243119
560;350273
567;289029
574;273891
581;225635
588;188323
595;125102
602;94375
609;55189
616;38491
623;23252
630;17250
637;11271
644;8648
651;6826
658;5261
665;4339
672;3807
679;2690
686;2557
693;2524
700;1749
707;1458
714;1401
