7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;7
63;68
70;513
77;544
84;3814
91;3753
98;1942
105;889
112;450
119;366
126;259
133;329
140;249
147;213
154;208
161;188
168;227
175;288
182;565
189;636
196;758
203;827
210;876
217;676
224;1310
231;1812
238;1904
245;2141
252;3750
259;4906
266;4661
273;5291
280;7102
287;9059
294;15533
301;27818
308;42962
315;49191
322;42797
329;32574
336;24249
343;18476
350;17130
357;13421
364;14212
371;15104
378;11470
385;10528
392;9512
399;9181
406;9273
413;11105
420;13481
427;15679
434;17980
441;20380
448;21544
455;21501
462;18730
469;16783
476;15655
483;13512
490;9651
497;6321
504;4502
511;3299
518;2499
525;2011
532;1088
539;765
546;630
553;895
560;1940
567;2481
574;3134
581;3433
588;5269
595;7609
602;9095
609;10736
616;13822
623;14233
630;11737
637;12441
644;12820
651;14078
658;21646
665;30465
672;50720
679;72220
686;93928
693;90679
700;58797
707;32187
714;21481
