7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;0
63;7
70;24
77;100
84;277
91;325
98;677
105;506
112;584
119;498
126;265
133;246
140;232
147;126
154;103
161;94
168;30
175;44
182;45
189;46
196;86
203;120
210;91
217;127
224;224
231;256
238;536
245;2223
252;3933
259;6165
266;6024
273;6561
280;7089
287;8626
294;12957
301;19952
308;30417
315;31345
322;33657
329;36909
336;38751
343;30122
350;22589
357;13071
364;11935
371;14242
378;9591
385;7746
392;8012
399;8909
406;10967
413;15561
420;25576
427;37418
434;50473
441;55106
448;62265
455;52118
462;34185
469;30344
476;19010
483;13374
490;8817
497;6438
504;3941
511;1944
518;1976
525;782
532;638
539;482
546;287
553;240
560;288
567;376
574;390
581;364
588;461
595;465
602;925
609;1334
616;1692
623;2427
630;2919
637;3306
644;4026
651;5705
658;10710
665;19594
672;28745
679;47620
686;58704
693;70400
700;65981
707;48053
714;35373
