7;0
14;0
21;0
28;0
35;0
42;0
49;1
56;20
63;162
70;1181
77;1390
84;1775
91;1226
98;758
105;616
112;422
119;302
126;254
133;135
140;106
147;86
154;111
161;86
168;112
175;115
182;67
189;61
196;55
203;88
210;195
217;351
224;377
231;368
238;346
245;731
252;747
259;721
266;810
273;783
280;1069
287;929
294;1600
301;3028
308;3983
315;4070
322;3785
329;2977
336;2492
343;2701
350;2934
357;3118
364;3847
371;4694
378;3218
385;2259
392;1951
399;1860
406;1742
413;1973
420;2940
427;4010
434;5539
441;6625
448;6092
455;4933
462;5082
469;3789
476;3251
483;2825
490;3064
497;2636
504;3169
511;2442
518;1898
525;1260
532;1250
539;1280
546;1288
553;1200
560;1141
567;1448
574;2236
581;2912
588;3706
595;4330
602;8312
609;10109
616;8732
623;6028
630;4710
637;3614
644;3024
651;2817
658;4160
665;6821
672;9569
679;11720
686;14431
693;17970
700;25554
707;33849
714;31740
