7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;0
63;1
70;15
77;180
84;527
91;544
98;1206
105;966
112;1442
119;2125
126;3045
133;4165
140;4915
147;7557
154;9947
161;10223
168;16418
175;21166
182;25063
189;31271
196;41364
203;51401
210;61967
217;71688
224;77915
231;77027
238;68382
245;59542
252;52026
259;48383
266;47846
273;43214
280;52769
287;51054
294;53588
301;64209
308;64582
315;54964
322;50747
329;57066
336;62097
343;56302
350;73163
357;92635
364;80173
371;100688
378;114611
385;117239
392;90215
399;65027
406;42509
413;31832
420;27791
427;24790
434;25035
441;29809
448;42911
455;60711
462;76158
469;115216
476;121122
483;119180
490;108902
497;115834
504;107590
511;150517
518;175479
525;176661
532;193907
539;204132
546;204556
553;174320
560;129713
567;104399
574;70557
581;52292
588;32039
595;23310
602;17231
609;13718
616;11891
623;10824
630;10917
637;10631
644;9987
651;9558
658;9332
665;11027
672;11934
679;15840
686;16000
693;17735
700;15821
707;13317
714;13574
