7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;3
63;20
70;804
77;499
84;875
91;1876
98;1919
105;1246
112;1203
119;962
126;912
133;539
140;431
147;344
154;291
161;215
168;297
175;264
182;147
189;129
196;226
203;272
210;384
217;708
224;933
231;718
238;562
245;957
252;1821
259;2879
266;3777
273;3089
280;2780
287;2859
294;4470
301;6940
308;7879
315;6848
322;8557
329;8719
336;10504
343;18258
350;24490
357;19561
364;16374
371;12699
378;7959
385;5718
392;4178
399;3091
406;2881
413;3014
420;3651
427;3594
434;5592
441;4930
448;4701
455;5669
462;4383
469;4630
476;5279
483;5035
490;6137
497;7357
504;7120
511;6775
518;6202
525;3923
532;1904
539;1306
546;2156
553;3689
560;6845
567;5417
574;5931
581;6158
588;6962
595;6819
602;6605
609;4996
616;3592
623;2454
630;2291
637;2979
644;3693
651;4704
658;7005
665;11186
672;13894
679;19954
686;26577
693;27961
700;31448
707;42315
714;67015
