7;0
14;0
21;0
28;0
35;0
42;0
49;0
56;0
63;0
70;6
77;941
84;6455
91;16532
98;28233
105;30162
112;25444
119;16602
126;12740
133;10952
140;7619
147;7417
154;6115
161;7459
168;9816
175;9390
182;8727
189;7371
196;6736
203;6456
210;40346
217;54863
224;55605
231;56025
238;57142
245;58274
252;58517
259;58823
266;58728
273;57158
280;58127
287;58757
294;61216
301;62693
308;63482
315;66426
322;76864
329;142929
336;219546
343;219115
350;194476
357;129088
364;98662
371;85083
378;63547
385;43663
392;46573
399;53885
406;55110
413;51980
420;61288
427;76066
434;96782
441;126682
448;186421
455;265937
462;353281
469;414312
476;378771
483;257992
490;166733
497;90721
504;71786
511;57330
518;46616
525;42841
532;39773
539;38936
546;36224
553;35926
560;45745
567;65339
574;139667
581;168796
588;163965
595;137235
602;132508
609;149114
616;158236
623;183962
630;192778
637;197277
644;205266
651;213981
658;196850
665;182027
672;197335
679;180167
686;163835
693;174023
700;157360
707;140463
714;131986
