7;0
14;2
21;1
28;2
35;2
42;4
49;8
56;129
63;1423
70;11603
77;36346
84;59344
91;44403
98;30585
105;21250
112;14574
119;8099
126;5624
133;5398
140;4394
147;3818
154;3029
161;2360
168;2209
175;2353
182;2806
189;4866
196;10235
203;14507
210;20321
217;28301
224;40123
231;52062
238;61080
245;65500
252;74073
259;80808
266;72474
273;65133
280;77797
287;91151
294;135288
301;144877
308;133375
315;112091
322;81232
329;58537
336;50703
343;50685
350;68392
357;66172
364;98951
371;160591
378;234083
385;244667
392;202047
399;130543
406;75699
413;50400
420;38936
427;33692
434;32524
441;34096
448;42834
455;43342
462;60150
469;58926
476;57972
483;52880
490;41911
497;34703
504;32321
511;30781
518;28289
525;24345
532;23600
539;29773
546;78950
553;135337
560;176564
567;185713
574;157658
581;119244
588;90657
595;68431
602;51814
609;34174
616;23147
623;17787
630;14420
637;12085
644;10316
651;10582
658;12402
665;13400
672;16049
679;25438
686;40613
693;59198
700;89893
707;116016
714;231599
