Column1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
315
0
0
0
0
0
0
1046
0
0
0
0
0
0
3111
0
0
0
0
0
0
7558
0
0
0
0
0
0
9634
0
0
0
0
0
0
11209
0
0
0
0
0
0
8351
0
0
0
0
0
0
6275
0
0
0
0
0
0
3262
0
0
0
0
0
0
3119
0
0
0
0
0
0
2201
0
0
0
0
0
0
1540
0
0
0
0
0
0
1232
0
0
0
0
0
0
835
0
0
0
0
0
0
722
0
0
0
0
0
0
669
0
0
0
0
0
0
612
0
0
0
0
0
0
614
0
0
0
0
0
0
687
0
0
0
0
0
0
1296
0
0
0
0
0
0
2270
0
0
0
0
0
0
3715
0
0
0
0
0
0
4371
0
0
0
0
0
0
3882
0
0
0
0
0
0
3430
0
0
0
0
0
0
3127
0
0
0
0
0
0
3490
0
0
0
0
0
0
5717
0
0
0
0
0
0
9672
0
0
0
0
0
0
11145
0
0
0
0
0
0
17885
0
0
0
0
0
0
35324
0
0
0
0
0
0
67672
0
0
0
0
0
0
101847
0
0
0
0
0
0
106752
0
0
0
0
0
0
58229
0
0
0
0
0
0
34794
0
0
0
0
0
0
23781
0
0
0
0
0
0
16348
0
0
0
0
0
0
14990
0
0
0
0
0
0
15997
0
0
0
0
0
0
17504
0
0
0
0
0
0
12529
0
0
0
0
0
0
10587
0
0
0
0
0
0
13335
0
0
0
0
0
0
13362
0
0
0
0
0
0
14307
0
0
0
0
0
0
16127
0
0
0
0
0
0
15414
0
0
0
0
0
0
12643
0
0
0
0
0
0
14680
0
0
0
0
0
0
16796
0
0
0
0
0
0
16333
0
0
0
0
0
0
20001
0
0
0
0
0
0
28468
0
0
0
0
0
0
33670
0
0
0
0
0
0
30410
0
0
0
0
0
0
24742
0
0
0
0
0
0
24408
0
0
0
0
0
0
25035
0
0
0
0
0
0
21346
0
0
0
0
0
0
20880
0
0
0
0
0
0
15229
0
0
0
0
0
0
16785
0
0
0
0
0
0
12669
0
0
0
0
0
0
9742
0
0
0
0
0
0
5708
0
0
0
0
0
0
3192
0
0
0
0
0
0
2393
0
0
0
0
0
0
3624
0
0
0
0
0
0
6617
0
0
0
0
0
0
9384
0
0
0
0
0
0
10389
0
0
0
0
0
0
10985
0
0
0
0
0
0
12286
0
0
0
0
0
0
13436
0
0
0
0
0
0
13713
0
0
0
0
0
0
14154
0
0
0
0
0
0
13996
0
0
0
0
0
0
13755
0
0
0
0
0
0
14553
0
0
0
0
0
0
13625
0
0
0
0
0
0
13444
0
0
0
0
0
0
14524
0
0
0
0
0
0
21273
0
0
0
0
0
0
37375
0
0
0
0
0
0
53380
0
0
0
0
0
0
55358
0
0
0
0
0
0
70372
0
0
0
0
0
0
109038
0
0
0
0
0
0
125241
0
0
0
0
0
0
120571
0
0
0
0
0
0
93713
0
0
0
0
0
0
60686
0
0
0
0
0
