Calculated_coefficients
40972.16970425356
-17256.347479565255
-46738.65168399414
-28477.335839583215
-9965.291215304242
-21592.11331304177
26999.892278967345
26568.334681257453
23820.596801810072
18655.83597551296
-20811.415984424653
-9401.185938033257
-15865.478156814184
-18004.44703020493
3714.9394745316745
3889.969232616176
16235.29147469107
12510.08645607805
-2107.35696637497
