Calculated_coefficients
20178.098241194533
2452.039770502535
-6376.632185713788
15412.174214832032
-13240.412905954076
8332.120544258754
-5555.201676026248
-4676.090391508331
-16518.510585814587
7363.894870142489
-7675.026641387821
-6526.095754976731
-8994.83839633295
-911.7106726302767
-11269.231624582477
-3826.713961451821
1416.7582962212196
-6711.245470489954
-5936.77968948107
