Calculated_coefficients
52760.73998151587
-42706.03185369956
-35864.99899271167
-25404.782465384484
5932.10331050755
27565.778747600925
19517.64038679807
2387.6176670039517
-14144.071509894933
-7377.513521824752
-3573.8203341248914
6594.8499810641515
5197.282604147255
-2733.7281714722726
-9889.512538337229
389.14684331549694
4527.108257886746
-1340.827529869836
-2976.4919425538988
