Calculated_coefficients
12115.766039703483
-8820.857637248708
-4082.3609834860204
9632.511708539249
-3359.5702115178647
-7695.736037331992
413.4103671683258
7564.528091656235
-122.06354607888983
-125.70927833129844
-4691.573614229592
1394.9548056710375
-960.5146456078579
-524.6798346720653
-5324.503395822839
-251.9051354679639
2988.8357946393926
1254.7057681763388
-5393.966956305543
-1811.6324262392068
2538.412352533245
295.54296759334693
-4151.758984467245
-1459.8355252646866
2158.4638536746456
1040.7527818983203
-3003.151809711051
-1856.1199630497904
291.54576312647663
698.6160969090553
-1101.1100556548838
-1557.8977748332713
348.4362277761879
1460.1648951224029
-76.68107790830216
-1205.815963836089
-850.309470481848
397.89577419312997
117.26081880259675
-1015.6668147978921
-670.7020945483508
