Calculated_coefficients
82426.71651882723
-37325.27877155628
-39987.649589985675
44596.14670827696
-19720.959596190132
24839.254436748968
-9241.88311437412
-9615.189679999079
-21697.147434753504
51134.717281426456
-7345.7392219046
4460.4355032950625
-36504.02737509079
-1134.9604223688452
-38712.91028090858
-3591.56387283456
-320.0829406088085
-5397.68564285461
-30222.577551709663
8344.481056046361
-1351.791022620792
-12124.474534255169
-25145.307200590265
-3281.278241404586
-13330.725304878257
-12736.063252502347
1469.920371553515
-3281.4355902419743
-15930.059222515516
-3627.525395694775
2451.5594187036863
-11052.202808345457
-8563.053377134072
257.24221132043795
-829.3143557333284
-8287.956995597779
1287.4614557992725
592.6645950364505
-5401.421022602704
-3674.2086184589775
2738.0685489066304
