Calculated_coefficients
89433.01240849991
-17581.113595022078
-68763.39399280745
15296.85867376958
-22968.556480398554
5607.934885970729
-33823.15290359699
-38802.12909351315
-28286.350398692066
-3652.043996504054
31047.815833332024
23917.96024795181
-39549.15676361058
-28213.055250778096
7577.964260614497
9547.631606032975
4271.306014030852
4527.819339062986
-8138.067992627832
