Calculated_coefficients
117120.60015050399
23069.36156966332
-76717.28816297227
63880.458755488304
-88992.67876043484
-50271.44699100604
-20700.281202160415
34785.962483728355
-24544.689014217005
915.7435280094724
-37957.83627833729
11587.04704550779
-22845.88758111492
-14138.700180991378
-24591.624869525767
23706.572316806993
2620.8678766903304
-8028.927938104581
-31600.501432505196
