Calculated_coefficients
6019.793074008591
5077.617544281592
-5089.002592844155
3284.130914258879
-4116.054229028654
1062.842385210783
-2827.5639108015234
1933.6028760971528
-2145.9753518523376
1217.2969449279383
-2237.2562993341257
1643.1186508203978
-3288.1094545891356
-32.38972639958707
-2594.6169408129244
347.87874935986986
-2708.9362757252784
79.06096556643331
-2257.1462352869016
-199.95966430292225
-2425.580983131979
-828.0178336719343
-1621.514784886612
-484.88182761316557
-1379.47305826498
-498.4798494658599
-699.5249033869103
-356.49626599229975
-1015.7415508555678
-514.5250360904373
-756.0425287943264
-426.40949592665714
-674.8980428380897
-653.2703972494053
-695.0974084981999
-731.3845196737275
-761.141847862071
-861.5742775020852
-288.2321366701371
-632.2676892908275
-177.14074197802142
