Calculated_coefficients
213001.74475063974
-164802.02813587288
-95638.27689107263
-74346.81926976841
37917.156913270555
34646.346440143134
-35516.59388711997
25998.10809712914
6331.6162554472085
-19417.90878372429
3813.9441936424537
-7576.190760582552
-8215.35009239285
-1022.8663553911064
16868.011916894742
10571.494792607322
-17310.00913642231
-13426.537584770407
-3869.523472209951
2275.0466418758906
7421.132444626606
1043.007573432083
-4580.922109630823
-11106.020990752286
2417.9035806475636
4410.359260593281
-2544.696723848306
-8088.05727793297
8931.92648748561
12538.64443411484
-135.34052475238315
-4149.735409187291
-5922.247610124705
-784.5616131029288
-1160.3743267270634
-4602.296603108686
3259.1825909597783
1741.201119756148
-1691.410087343129
-6460.589774973972
-758.8509288024222
