Calculated_coefficients
6817.025233242832
2630.3264537633827
-3094.619080899671
6891.1898491906895
-3190.9642670603353
2518.8778532062847
-2108.6924127744273
4317.300974169624
-4834.187600223018
1537.7439494989933
-2823.108954507615
2812.7152350264287
-4851.537949778717
-19.23278247231703
-2982.0675895568133
810.4122284186105
-3330.8361057258735
-148.72784650877298
-1340.678106606962
1041.0967573563717
-2725.8378741926194
-357.565844166096
-1733.9168524071356
340.71812834962384
-2052.0877467058267
9.974822498522347
-1410.074140273882
171.08926710239965
-2239.5886469490647
-312.3343924448786
-1021.9523248534681
-119.12972210538292
-1762.6366329260288
132.53220394926763
-984.5054079128885
-550.5273333639126
-1646.8756891353264
-298.7263975165021
-1060.2521847634953
-674.9628034227886
-996.606721535684
