Calculated_coefficients
9082.121735376788
-4701.951080686943
-3795.0297286928553
-2241.1274297770638
-9927.50458305326
-6492.067234265524
6904.621137682531
-563.1886168474621
3286.0461032997728
5834.957514243225
3026.687586349328
1933.8199010244034
-4926.293486543933
-1502.167358834557
-2544.3730944446343
-4155.034118443567
901.9384077836404
432.1710808514613
2486.7237534503
