Day;New_cases;a0;a1;b1;a2;b2;a3;b3;a4;b4;a5;b5;a6;b6;a7;b7;a8;b8;a9;b9
553;23318;1.0;0.04732138832243107;-0.9988797155850336;-0.9955213724144754;-0.09453674981719774;-0.14154029521704087;0.9899324950873534;0.9821256058680011;0.18822670984324122;0.234491389570406;-0.9721181966290622;-0.9599326896597459;-0.28023067519921174;-0.32534208471197174;0.9455963874271455;0.9291414114031765;0.3697245428906675;0.4132786077829011;-0.9106046300942177
560;46656;1.0;0.10738134666416306;-0.994217906893952;-0.9769384927771817;-0.2135209154397961;-0.3171912885891069;0.9483615800121713;0.9088176373395029;0.4171936026123169;0.5123714121284229;-0.8587639582758034;-0.7987793728863638;-0.601624063224924;-0.6839194216246113;0.7295575540864868;0.6518989958787125;0.7583058084785627;0.8239230057575538;-0.5667017562911182
567;118078;1.0;0.16705162550211913;-0.9859481499638304;-0.9441875088341994;-0.32940848222452995;-0.48250774176121886;0.8758917051442426;0.782980103677063;0.6220467484408673;0.7441039398713598;-0.6680638642135345;-0.5343725582809778;-0.8452490573530638;-0.9226395488404864;0.38566340624361006;0.22611568550828884;0.9741004551724204;0.9981855344718588;-0.06021327736579107
574;143183;1.0;0.22611568550828803;-0.9741004551724206;-0.8977433935342339;-0.4405187843504946;-0.6321034111873489;0.7748840413670405;0.611886401268725;0.7909456567567767;0.9088176373395022;-0.41719360261231847;-0.2008905551306345;-0.9796136916454902;-0.9996666485105112;-0.0258184402271325;-0.2511900638848179;0.9679377830240645;0.8860706215341391;0.46355027090284867
581;147135;1.0;0.2843591872810033;-0.9587178169872965;-0.8382797052177746;-0.5452404385406505;-0.7611042586607746;0.6486295610349814;0.4054257283599982;0.9141279881853334;0.9916773198992898;-0.12874817745258307;0.15855938510313464;-0.9873494423939864;-0.901501684131886;-0.432775592550427;-0.6712599575675299;0.7412220108485972;0.5197438121555155;0.854322169749827
588;150930;1.0;0.341570769167856;-0.9398560579418953;-0.7666588193001584;-0.6420547132365644;-0.8653072543632069;0.5012418134457742;0.1755314904214261;0.9844738167520926;0.9852201067560605;0.17129314418147834;0.49751328890718327;-0.8674563547295954;-0.6453481132295462;-0.7638886127905461;-0.9383773917408655;0.34561231267072945;0.00430353829624134;0.9999907397361901
595;133571;1.0;0.39754281428255545;-0.9175836260593939;-0.6839194216246113;-0.7295575540864868;-0.9413173175128469;0.3375228995941138;-0.06450844944931439;0.9979171608653923;0.8900275764346781;0.45590669350845586;0.7721565844991636;-0.6354323008901783;-0.2760969730974746;-0.9611297838722991;-0.9916773198992905;-0.128748177452577;-0.5123714121284222;0.8587639582758039
602;112124;1.0;0.45207220393230374;-0.8919813464595487;-0.5912614448635792;-0.806479946320944;-0.9866579328916569;0.16280701293851763;-0.3008198076356654;0.9536809966304463;0.7146733860429636;0.6994583270516443;0.9469877530760747;-0.3212696616923661;0.14154029521704004;-0.9899324950873535;-0.8190148866680825;-0.573772267904321;-0.8820480249558508;0.4711595076738692
609;85782;1.0;0.5049610547215206;-0.8631421280499113;-0.49002866642905885;-0.871706318709322;-0.9998518392091162;-0.017213356155835313;-0.5197438121555163;0.8543221697498264;0.4749510720670478;0.880012203973537;0.9994074007397047;0.034421611622747005;0.5343725582809786;-0.8452490573530633;-0.45973273945210275;-0.8880573226294939;-0.9986668162884758;-0.05161966722325742
616;64820;1.0;0.5560174366570446;-0.8311706263658079;-0.3816892202666588;-0.9242907221930933;-0.980469160361632;-0.1966728897935766;-0.70862667826446;0.7055836101071775;0.19245158197083115;0.9813064702716091;0.9226395488404874;0.38566340624360773;0.8335557718385713;-0.5524353131676175;0.004303538296245016;-0.9999907397361901;-0.8287700871745042;-0.559589262410176
623;46736;1.0;0.6050560696488491;-0.7961828637826157;-0.26781430516217425;-0.9634705485641488;-0.929141411403175;-0.3697245428906716;-0.8565509959010036;0.5160623910158527;-0.10738134666416486;0.9942179068939517;0.7266075247685679;0.6870527672236645;0.9866579328916568;-0.16280701293851846;0.46735921715800227;-0.8840675099433636;-0.4211008707960878;-0.9070138128026367
630;36114;1.0;0.6518989958787125;-0.7583058084785625;-0.15005539834465284;-0.9886775902323404;-0.8475409228928303;-0.5307300481619346;-0.9549667548552551;0.2967128192734906;-0.39754281428255384;0.9175836260593946;0.43665123195606115;0.8996308696522447;0.9668478136052773;0.25535329511618815;0.8239230057575538;-0.5667017562911182;0.10738134666416048;-0.9942179068939522
637;30916;1.0;0.6963762255968721;-0.7176769136759621;-0.030120304846908606;-0.9995462806873573;-0.7383263540031081;-0.6744436188329438;-0.9981855344718585;0.06021327736579375;-0.6518989958787131;0.758305808478562;0.0902516100310457;0.9959189961471786;0.7775971469736288;0.628762814595832;0.9927487224577399;-0.1202080448993542;0.6050560696488492;-0.7961828637826156
644;26346;1.0;0.7383263540031063;-0.6744436188329457;0.09025161003104046;-0.9959189961471792;-0.6050560696488483;-0.7961828637826162;-0.98370929377361;-0.17976658572556098;-0.8475409228928295;0.530730048161936;-0.267814305162176;0.9634705485641483;0.45207220393230446;0.8919813464595484;0.935367949313149;0.35367612217636946;0.9291414114031726;-0.36972454289067724
651;31095;1.0;0.7775971469736266;-0.6287628145958348;0.20931464596304777;-0.977848341505657;-0.45207220393230685;-0.8919813464595472;-0.912374757970728;-0.40935595881562004;-0.9668478136052775;0.2553532951161872;-0.5912614448635736;0.8064799463209481;0.04732138832243633;0.9988797155850334;0.6648553979642888;0.7469720876965532;0.9866579328916574;0.1628070129385151
658;34241;1.0;0.8140460935082175;-0.5808002734538013;0.32534208471197923;-0.9455963874271429;-0.28435918728100323;-0.9587178169872965;-0.7883050558305267;-0.6152845999633262;-0.9990741151022302;-0.04302223300452626;-0.8382797052177746;0.5452404385406504;-0.36572252349726764;0.93072393103798;0.2428497220959394;0.9700639218515061;0.7611042586607786;0.6486295610349767
665;38425;1.0;0.8475409228928313;-0.530730048161933;0.4366512319560644;-0.8996308696522431;-0.10738134666416303;-0.994217906893952;-0.6186714032625025;-0.7856498550787151;-0.9413173175128463;-0.3375228995941155;-0.9769384927771817;0.21352091543979604;-0.7146733860429618;0.6994583270516462;-0.23449138957041207;0.9721181966290607;0.3171912885891026;0.9483615800121726
672;48057;1.0;0.8779600847008883;-0.4787338401157883;0.5416278206559817;-0.840618405634478;0.07309512989807726;-0.9973249731081556;-0.41327860778290343;-0.9106046300942165;-0.7987793728863638;-0.601624063224924;-0.9893142039703664;-0.14579919691987409;-0.9383773917408655;0.34561231267072945;-0.6584015846980501;0.7526668275320072;-0.21772323039653094;0.9760105506323685
679;66361;1.0;0.9051931898913975;-0.42500033996955383;0.6387494220515273;-0.7694148268839377;0.25119006388481874;-0.9679377830240643;-0.18399835165767972;-0.9829265519799822;-0.5842981736283673;-0.8115390590073618;-0.8738071036110814;-0.4862727071086891;-0.9976303053065857;-0.0688024268023197;-0.9322892131745136;0.36171373072976676;-0.6901733882429733;0.7236440382959112
686;119701;1.0;0.9291414114031743;-0.3697245428906732;0.7266075247685656;-0.687052767223667;0.4211008707960887;-0.9070138128026363;0.05591699010060317;-0.9984354211555643;-0.31719128858910517;-0.9483615800121719;-0.6453481132295515;-0.7638886127905415;-0.8820480249558524;-0.47115950767386616;-0.9937465804361781;-0.11165900712169449;-0.9646141756912427;0.26366549272800976
693;195222;1.0;0.9497178427914315;-0.3131070409358275;0.8039279618328201;-0.5947266869607649;0.5772916165517235;-0.8165380514459187;0.29260033563334464;-0.9562348265919068;-0.021516097436225356;-0.9997685019798908;-0.33346877891819576;-0.9427611433904176;-0.6118864012687312;-0.7909456567567719;-0.8287700871745081;-0.5595892624101702;-0.9623090774541505;-0.27195815753409874
700;288799;1.0;0.9668478136052773;-0.2553532951161881;0.8695893893466099;-0.49377555015997915;0.7146733860429599;-0.6994583270516481;0.5123714121284199;-0.8587639582758052;0.2760969730974619;-0.9611297838723027;0.021516097436219232;-0.9997685019798909;-0.2344913895704154;-0.97211819662906;-0.47495107206705794;-0.8800122039735315;-0.6839194216246189;-0.7295575540864796
707;337285;1.0;0.980469160361632;-0.19667288979357658;0.9226395488404874;-0.3856634062436077;0.8287700871745027;-0.5595892624101781;0.7025274741691561;-0.7116566222817755;0.5488429582847187;-0.8359254794186373;0.3737197147904656;-0.927541683579198;0.1839983516576772;-0.9829265519799828;-0.012910296075011445;-0.9999166586547379;-0.20931464596305027;-0.9778483415056565
714;360652;1.0;0.9905324521322227;-0.13727877211326517;0.9623090774541484;-0.2719581575341063;0.9158642882672863;-0.40148798920597495;0.8520775211013084;-0.5234156073655516;0.7721565844991636;-0.6354323008901783;0.6776147890466858;-0.7354170229639884;0.570242292691787;-0.8214765533024143;0.4520722039323014;-0.89198134645955;0.3253420847119743;-0.9455963874271446
