Day;Phase;New_cases;Theoretical cases;;a0;a1;b1;a2;b2;a3;b3;a4;b4;a5;b5;a6;b6;a7;b7;a8;b8;a9;b9
469;4.036731382283871;23767;25631.951717124783;;1.0;-0.6254105729852467;-0.7802958510707753;-0.2177232303965308;0.9760105506323684;0.8977433935342328;-0.4405187843504969;-0.9051931898913984;-0.4250003399695523;0.2344913895704111;0.972118196629061;0.6118864012687207;-0.79094565675678;-0.999851839209116;0.0172133561558388;0.63874942205153;0.7694148268839355;0.2008905551306285;-0.9796136916454914
476;4.096981104407511;20925;25625.198725382914;;1.0;-0.5772916165517278;-0.8165380514459157;-0.3334687789181857;0.942761143390421;0.962309077454148;-0.271958157534108;-0.7775971469736283;-0.6287628145958327;-0.0645084494493143;0.9979171608653924;0.8520775211013065;-0.5234156073655547;-0.9192859697186124;-0.3935902766564623;0.2093146459630529;0.977848341505656;0.6776147890466858;-0.7354170229639884
483;4.15723082653115;19142;24030.037923588803;;1.0;-0.5270777086423727;-0.8498170915275275;-0.4443781781046121;0.8958392907349094;0.9955213724144748;-0.0945367498172021;-0.6050560696488512;-0.796182863782614;-0.3576982388331232;0.933837228822926;0.9821256058679996;-0.1882267098432498;-0.6776147890466929;-0.7354170229639818;-0.2678143051621691;0.9634705485641504;0.959932689659742;-0.2802306751992244
490;4.217480548654791;16175;20852.466399709756;;1.0;-0.4749510720670502;-0.8800122039735356;-0.5488429582847194;0.8359254794186368;0.9962981749346076;0.0859647987374468;-0.3975428142825554;-0.917583626059394;-0.6186714032625039;0.785649855078714;0.9852201067560604;0.1712931441814783;-0.3171912885891051;-0.948361580012172;-0.6839194216246113;0.7295575540864868;0.9668478136052772;0.2553532951161881
497;4.277730270778431;14482;16641.049261459517;;1.0;-0.4211008707960895;-0.907013812802636;-0.6453481132295503;0.7638886127905427;0.9646141756912436;0.2636654927280073;-0.1670516255021191;-0.9859481499638304;-0.8239230057575543;0.5667017562911175;0.8609610158889942;0.5086709438521047;0.0988201387328716;-0.9951053111006976;-0.9441875088341996;0.3294084822245299;0.6963762255968695;0.7176769136759646
504;4.337979992902071;14750;12411.22653951854;;1.0;-0.3657225234972692;-0.9307239310379792;-0.7324940716135787;0.6807734094770164;0.901501684131884;0.432775592550431;0.0730951298980772;-0.9973249731081556;-0.9549667548552552;0.2967128192734906;0.6254105729852466;0.7802958510707753;0.4975132889071801;-0.8674563547295971;-0.9893142039703664;-0.145799196919874;0.2261156855082888;0.9741004551724204
511;4.39822971502571;15313;9467.286420529615;;1.0;-0.3090169943749475;-0.9510565162951536;-0.8090169943749472;0.5877852522924734;0.8090169943749478;0.5877852522924727;0.3090169943749468;-0.9510565162951538;-1.0;8.572527594031472e-16;0.3090169943749484;0.9510565162951532;0.8090169943749467;-0.5877852522924741;-0.8090169943749482;-0.587785252292472;-0.3090169943749425;0.9510565162951552
518;4.45847943714935;16193;9152.587327473166;;1.0;-0.2511900638848195;-0.9679377830240642;-0.8738071036110805;0.4862727071086906;0.6901733882429725;0.7236440382959118;0.5270777086423712;-0.8498170915275285;-0.9549667548552556;-0.2967128192734889;-0.0473213883224302;0.9988797155850336;0.9787400799669148;-0.2051044998686211;-0.4443781781046153;-0.8958392907349079;-0.7554933140726787;0.655156357209087
525;4.51872915927299;19451;12574.023473306188;;1.0;-0.1924515819708303;-0.9813064702716092;-0.9259247771938496;0.3777079652039655;0.5488429582847202;0.8359254794186363;0.7146733860429599;-0.6994583270516481;-0.8239230057575553;-0.5667017562911161;-0.3975428142825538;0.9175836260593946;0.9769384927771824;0.2135209154397935;0.0215160974362192;-0.9997685019798908;-0.9852201067560606;0.1712931441814773
532;4.57897888139663;22779;20353.577313153055;;1.0;-0.1330147065341963;-0.9911140639934546;-0.9646141756912432;0.2636654927280081;0.3896304495307892;0.920971287716634;0.8609610158889934;-0.5086709438521061;-0.6186714032625052;-0.7856498550787129;-0.6963762255968702;0.7176769136759639;0.8039279618328232;0.5947266869607607;0.482507741761215;-0.8758917051442447;-0.9322892131745149;-0.3617137307297635
539;4.63922860352027;29738;32456.443201942435;;1.0;-0.0730951298980772;-0.9973249731081556;-0.9893142039703664;0.145799196919874;0.21772323039653;0.9760105506323686;0.9574851883550396;-0.2884824328806077;-0.3576982388331248;-0.9338372288229254;-0.9051931898913992;0.4250003399695506;0.4900286664290596;0.8717063187093217;0.8335557718385713;-0.5524353131676175;-0.61188640126872;-0.7909456567567806
546;4.69947832564391;37423;48131.9995744168;;1.0;-0.0129102960750088;-0.999916658654738;-0.9996666485105112;0.0258184402271324;0.0387222808921729;0.9992500112396836;0.998666816288476;-0.0516196672232528;-0.0645084494493161;-0.9979171608653922;-0.9970011699250152;0.07738647923346;0.0902516100310386;0.9959189961471792;0.9946708199115212;-0.1031016974474331;-0.1159345995954994;-0.9932568492674144
553;4.759728047767549;55106;65983.20934401458;;1.0;0.047321388322431;-0.9988797155850336;-0.9955213724144754;-0.0945367498171977;-0.1415402952170408;0.9899324950873534;0.9821256058680012;0.1882267098432412;0.234491389570406;-0.9721181966290622;-0.959932689659746;-0.2802306751992117;-0.3253420847119717;0.9455963874271456;0.9291414114031764;0.3697245428906675;0.4132786077829011;-0.9106046300942175
560;4.81997776989119;78515;84155.77363221398;;1.0;0.107381346664163;-0.994217906893952;-0.9769384927771816;-0.2135209154397961;-0.3171912885891069;0.9483615800121712;0.9088176373395028;0.4171936026123169;0.5123714121284229;-0.8587639582758034;-0.7987793728863638;-0.601624063224924;-0.6839194216246113;0.7295575540864868;0.6518989958787125;0.7583058084785627;0.8239230057575538;-0.5667017562911182
567;4.880227492014829;102995;100615.30078309937;;1.0;0.1670516255021191;-0.9859481499638304;-0.9441875088341994;-0.3294084822245299;-0.4825077417612188;0.8758917051442426;0.782980103677063;0.6220467484408673;0.7441039398713598;-0.6680638642135345;-0.5343725582809778;-0.8452490573530638;-0.9226395488404864;0.38566340624361;0.2261156855082888;0.9741004551724204;0.9981855344718588;-0.060213277365791
574;4.940477214138469;122311;113463.48956739537;;1.0;0.226115685508288;-0.9741004551724206;-0.8977433935342339;-0.4405187843504946;-0.6321034111873489;0.7748840413670405;0.611886401268725;0.7909456567567767;0.9088176373395022;-0.4171936026123184;-0.2008905551306345;-0.9796136916454902;-0.9996666485105112;-0.0258184402271325;-0.2511900638848179;0.9679377830240644;0.8860706215341391;0.4635502709028486
581;5.000726936262109;128282;121236.37977642097;;1.0;0.2843591872810033;-0.9587178169872964;-0.8382797052177746;-0.5452404385406505;-0.7611042586607746;0.6486295610349814;0.4054257283599982;0.9141279881853334;0.9916773198992898;-0.128748177452583;0.1585593851031346;-0.9873494423939864;-0.901501684131886;-0.432775592550427;-0.6712599575675299;0.7412220108485972;0.5197438121555155;0.854322169749827
588;5.06097665838575;135141;123130.77407175157;;1.0;0.341570769167856;-0.9398560579418952;-0.7666588193001584;-0.6420547132365644;-0.8653072543632069;0.5012418134457742;0.1755314904214261;0.9844738167520926;0.9852201067560604;0.1712931441814783;0.4975132889071832;-0.8674563547295954;-0.6453481132295462;-0.7638886127905461;-0.9383773917408657;0.3456123126707294;0.0043035382962413;0.99999073973619
595;5.1212263805093885;120883;119118.44590223345;;1.0;0.3975428142825554;-0.917583626059394;-0.6839194216246113;-0.7295575540864868;-0.9413173175128468;0.3375228995941138;-0.0645084494493143;0.9979171608653924;0.8900275764346781;0.4559066935084558;0.7721565844991636;-0.6354323008901783;-0.2760969730974746;-0.9611297838722992;-0.9916773198992904;-0.128748177452577;-0.5123714121284222;0.8587639582758039
602;5.181476102633028;103015;109929.05120891238;;1.0;0.4520722039323037;-0.8919813464595487;-0.5912614448635792;-0.806479946320944;-0.9866579328916568;0.1628070129385176;-0.3008198076356654;0.9536809966304464;0.7146733860429636;0.6994583270516443;0.9469877530760747;-0.3212696616923661;0.14154029521704;-0.9899324950873536;-0.8190148866680825;-0.573772267904321;-0.8820480249558508;0.4711595076738692
609;5.241725824756669;87342;96907.49087902694;;1.0;0.5049610547215206;-0.8631421280499113;-0.4900286664290588;-0.871706318709322;-0.9998518392091162;-0.0172133561558353;-0.5197438121555163;0.8543221697498264;0.4749510720670478;0.880012203973537;0.9994074007397048;0.034421611622747;0.5343725582809786;-0.8452490573530633;-0.4597327394521027;-0.8880573226294939;-0.9986668162884758;-0.0516196672232574
616;5.301975546880309;76284;81774.84365085287;;1.0;0.5560174366570446;-0.8311706263658079;-0.3816892202666588;-0.9242907221930932;-0.980469160361632;-0.1966728897935766;-0.70862667826446;0.7055836101071775;0.1924515819708311;0.9813064702716092;0.9226395488404874;0.3856634062436077;0.8335557718385713;-0.5524353131676175;0.004303538296245;-0.99999073973619;-0.8287700871745042;-0.559589262410176
623;5.3622252690039485;57961;66339.2456712165;;1.0;0.6050560696488491;-0.7961828637826157;-0.2678143051621742;-0.9634705485641488;-0.929141411403175;-0.3697245428906716;-0.8565509959010036;0.5160623910158527;-0.1073813466641648;0.9942179068939516;0.7266075247685679;0.6870527672236645;0.9866579328916568;-0.1628070129385184;0.4673592171580022;-0.8840675099433636;-0.4211008707960878;-0.9070138128026368
630;5.422474991127588;58868;52210.87314126898;;1.0;0.6518989958787125;-0.7583058084785625;-0.1500553983446528;-0.9886775902323404;-0.8475409228928303;-0.5307300481619346;-0.9549667548552552;0.2967128192734906;-0.3975428142825538;0.9175836260593946;0.4366512319560611;0.8996308696522447;0.9668478136052772;0.2553532951161881;0.8239230057575538;-0.5667017562911182;0.1073813466641604;-0.9942179068939522
637;5.482724713251228;44758;40572.127815464395;;1.0;0.6963762255968721;-0.7176769136759621;-0.0301203048469086;-0.9995462806873572;-0.7383263540031081;-0.6744436188329438;-0.9981855344718584;0.0602132773657937;-0.6518989958787131;0.758305808478562;0.0902516100310457;0.9959189961471786;0.7775971469736288;0.628762814595832;0.99274872245774;-0.1202080448993542;0.6050560696488492;-0.7961828637826156
644;5.542974435374868;36194;32041.13856254931;;1.0;0.7383263540031063;-0.6744436188329457;0.0902516100310404;-0.9959189961471792;-0.6050560696488483;-0.7961828637826162;-0.98370929377361;-0.1797665857255609;-0.8475409228928295;0.530730048161936;-0.267814305162176;0.9634705485641484;0.4520722039323044;0.8919813464595484;0.935367949313149;0.3536761221763694;0.9291414114031726;-0.3697245428906772
651;5.6032241574985076;31059;26646.7275630343;;1.0;0.7775971469736266;-0.6287628145958348;0.2093146459630477;-0.977848341505657;-0.4520722039323068;-0.8919813464595472;-0.912374757970728;-0.40935595881562;-0.9668478136052776;0.2553532951161872;-0.5912614448635736;0.8064799463209481;0.0473213883224363;0.9988797155850334;0.6648553979642888;0.7469720876965532;0.9866579328916574;0.1628070129385151
658;5.663473879622147;25762;23910.379359069848;;1.0;0.8140460935082175;-0.5808002734538013;0.3253420847119792;-0.9455963874271428;-0.2843591872810032;-0.9587178169872964;-0.7883050558305267;-0.6152845999633262;-0.9990741151022302;-0.0430222330045262;-0.8382797052177746;0.5452404385406504;-0.3657225234972676;0.93072393103798;0.2428497220959394;0.970063921851506;0.7611042586607786;0.6486295610349767
665;5.723723601745788;23445;23010.2511792165;;1.0;0.8475409228928313;-0.530730048161933;0.4366512319560644;-0.8996308696522431;-0.107381346664163;-0.994217906893952;-0.6186714032625025;-0.7856498550787151;-0.9413173175128464;-0.3375228995941155;-0.9769384927771816;0.213520915439796;-0.7146733860429618;0.6994583270516462;-0.234491389570412;0.9721181966290608;0.3171912885891026;0.9483615800121726
672;5.783973323869428;18907;22988.019820393005;;1.0;0.8779600847008883;-0.4787338401157883;0.5416278206559817;-0.840618405634478;0.0730951298980772;-0.9973249731081556;-0.4132786077829034;-0.9106046300942164;-0.7987793728863638;-0.601624063224924;-0.9893142039703664;-0.145799196919874;-0.9383773917408657;0.3456123126707294;-0.6584015846980501;0.7526668275320072;-0.2177232303965309;0.9760105506323684
679;5.8442230459930675;20001;22954.029749509416;;1.0;0.9051931898913976;-0.4250003399695538;0.6387494220515273;-0.7694148268839377;0.2511900638848187;-0.9679377830240644;-0.1839983516576797;-0.9829265519799822;-0.5842981736283673;-0.8115390590073618;-0.8738071036110814;-0.4862727071086891;-0.9976303053065856;-0.0688024268023197;-0.9322892131745136;0.3617137307297667;-0.6901733882429733;0.7236440382959112
686;5.904472768116707;17228;22250.423848670198;;1.0;0.9291414114031744;-0.3697245428906732;0.7266075247685656;-0.687052767223667;0.4211008707960887;-0.9070138128026364;0.0559169901006031;-0.9984354211555644;-0.3171912885891051;-0.948361580012172;-0.6453481132295515;-0.7638886127905415;-0.8820480249558524;-0.4711595076738661;-0.993746580436178;-0.1116590071216944;-0.9646141756912427;0.2636654927280097
693;5.964722490240346;19349;20544.248258741216;;1.0;0.9497178427914316;-0.3131070409358275;0.8039279618328201;-0.5947266869607649;0.5772916165517235;-0.8165380514459187;0.2926003356333446;-0.9562348265919068;-0.0215160974362253;-0.9997685019798908;-0.3334687789181957;-0.9427611433904176;-0.6118864012687312;-0.7909456567567719;-0.8287700871745081;-0.5595892624101702;-0.9623090774541504;-0.2719581575340987
700;6.024972212363986;18247;17839.783958717446;;1.0;0.9668478136052772;-0.2553532951161881;0.8695893893466099;-0.4937755501599791;0.7146733860429599;-0.6994583270516481;0.5123714121284199;-0.8587639582758052;0.2760969730974619;-0.9611297838723027;0.0215160974362192;-0.9997685019798908;-0.2344913895704154;-0.97211819662906;-0.4749510720670579;-0.8800122039735315;-0.6839194216246189;-0.7295575540864796
707;6.085221934487627;17484;14417.507872579878;;1.0;0.980469160361632;-0.1966728897935765;0.9226395488404874;-0.3856634062436077;0.8287700871745027;-0.5595892624101781;0.7025274741691561;-0.7116566222817755;0.5488429582847187;-0.8359254794186373;0.3737197147904656;-0.927541683579198;0.1839983516576772;-0.9829265519799828;-0.0129102960750114;-0.999916658654738;-0.2093146459630502;-0.9778483415056564
714;6.145471656611266;16128;10722.093030614746;;1.0;0.9905324521322229;-0.1372787721132651;0.9623090774541484;-0.2719581575341063;0.9158642882672864;-0.4014879892059749;0.8520775211013084;-0.5234156073655516;0.7721565844991636;-0.6354323008901783;0.6776147890466858;-0.7354170229639884;0.570242292691787;-0.8214765533024143;0.4520722039323014;-0.89198134645955;0.3253420847119743;-0.9455963874271446
